# AHRD-Version 3.11

Protein-Accession	Blast-Hit-Accession	AHRD-Quality-Code	Human-Readable-Description	Interpro-ID (Description)	Gene-Ontology-Term
OG0022129	tr|I7DG80|I7DG80_MEDSA	*-*	Ferulate 5-hydroxylase		
OG0022126	tr|A0A6J1L3I9|A0A6J1L3I9_CUCMA	***	protein PIN-LIKES 5-like isoform X3		
OG0024789	tr|A0A0A0K7Y5|A0A0A0K7Y5_CUCSA	*-*	Protein kinase domain-containing protein		
OG0022125	tr|A0A7J7DPB9|A0A7J7DPB9_TRIWF	*-*	Transcriptional corepressor LEUNIG		
OG0022128			Unknown protein		
OG0024787	tr|A0A5A7SIS3|A0A5A7SIS3_CUCME	*-*	Npa1 domain-containing protein		
OG0022127	tr|A0A5A7VGR4|A0A5A7VGR4_CUCME	*-*	Protein FAR1-RELATED SEQUENCE 2-like		
OG0024788			Unknown protein		
OG0022122			Unknown protein		
OG0024785			Unknown protein		
OG0022121			Unknown protein		
OG0024786	tr|A0A1S3C6T4|A0A1S3C6T4_CUCME	*-*	chromatin modification-related protein EAF1 B		
OG0022124			Unknown protein		
OG0024783	tr|A0A5A7TP99|A0A5A7TP99_CUCME	***	Disease resistance protein		
OG0022123	tr|A0A1S3BPA0|A0A1S3BPA0_CUCME	***	beta-glucosidase 12		
OG0024784	tr|A0A0A0K5R3|A0A0A0K5R3_CUCSA	*-*	NB-ARC domain-containing protein		
OG0009151	tr|A0A5D3DQ81|A0A5D3DQ81_CUCME	***	E3 ubiquitin-protein ligase		
OG0024781			Unknown protein		
OG0009152	tr|A0A1S3B899|A0A1S3B899_CUCME	***	aladin		
OG0024782			Unknown protein		
OG0009153	tr|A0A6J1F6P4|A0A6J1F6P4_CUCMO	***	protein sym-1-like		
OG0022120	tr|A0A0A0L640|A0A0A0L640_CUCSA	*-*	HECT-type E3 ubiquitin transferase		
OG0009154	tr|A0A1S3B7H6|A0A1S3B7H6_CUCME	***	calmodulin-binding protein 25		
OG0024780	tr|A0A6J1GL94|A0A6J1GL94_CUCMO	*-*	pentatricopeptide repeat-containing protein At2g15690, mitochondrial-like		
OG0010139	tr|A0A5A7TPD3|A0A5A7TPD3_CUCME	***	Protein FAR1-RELATED SEQUENCE		
OG0009150	tr|A0A0A0LC68|A0A0A0LC68_CUCSA	***	Non-reducing end alpha-L-arabinofuranosidase		
OG0009159	tr|A0A1S4DUU1|A0A1S4DUU1_CUCME	***	protein NRT1/ PTR FAMILY 3.1-like		
OG0010148	tr|A0A0A0KXG2|A0A0A0KXG2_CUCSA	***	Tify domain-containing protein		
OG0010149	tr|A0A6J1C4N6|A0A6J1C4N6_MOMCH	***	DNA-binding protein HEXBP-like		
OG0010146	tr|A0A0A0KYS6|A0A0A0KYS6_CUCSA	***	Serine hydroxymethyltransferase		
OG0010147	tr|A0A6J1IVX1|A0A6J1IVX1_CUCMA	***	protein PAT1 homolog 1-like		
OG0009155	tr|A0A0A0LBK9|A0A0A0LBK9_CUCSA	***	TFIIS N-terminal domain-containing protein		
OG0010144	tr|A0A1S3BRW5|A0A1S3BRW5_CUCME	***	myosin-9		
OG0009156	AT3G56680.1	***	Single-stranded nucleic acid binding R3H protein		
OG0010145	tr|A0A1R3H6D2|A0A1R3H6D2_COCAP	***	Transcription factor GRAS		
OG0009157	tr|A0A0A0LC84|A0A0A0LC84_CUCSA	***	HTH myb-type domain-containing protein		
OG0010142	tr|A0A6J1C7I6|A0A6J1C7I6_MOMCH	***	gamma aminobutyrate transaminase 1, mitochondrial		
OG0009158	tr|A0A1S3B8B4|A0A1S3B8B4_CUCME	***	NF-kappa-B-activating protein		
OG0010143	tr|A0A6J1C7I6|A0A6J1C7I6_MOMCH	***	gamma aminobutyrate transaminase 1, mitochondrial		
OG0010140	tr|A0A0A0L067|A0A0A0L067_CUCSA	***	S-acyltransferase		
OG0010141	tr|A0A2P5DWD7|A0A2P5DWD7_TREOI	***	Transmembrane protein		
OG0022119	tr|A0A1S3BTE9|A0A1S3BTE9_CUCME	*-*	cellulose synthase-like protein G3		
OG0022118			Unknown protein		
OG0022199			Unknown protein		
OG0022198			Unknown protein		
OG0022195			Unknown protein		
OG0022194			Unknown protein		
OG0022197	tr|A0A1S3BJ96|A0A1S3BJ96_CUCME	***	aldo-keto reductase family 4 member C9-like		
OG0022196	tr|A0A5A7UCI3|A0A5A7UCI3_CUCME	*-*	Calcium-dependent lipid-binding family protein isoform 2		
OG0022191	tr|A0A1S3CB84|A0A1S3CB84_CUCME	***	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3		
OG0022190			Unknown protein		
OG0022193			Unknown protein		
OG0022192			Unknown protein		
OG0022188	tr|A0A7J0F1P4|A0A7J0F1P4_9ERIC	*-*	NAD-dependent malic enzyme 2		
OG0022187	tr|O81529|O81529_MESCR	*-*	Metallothionein		
OG0022189	tr|A0A0A0L1Z7|A0A0A0L1Z7_CUCSA	*-*	BED-type domain-containing protein		
OG0022184	AT3G27000.1	--*	actin related protein 2		
OG0022183	tr|A0A1S3CB84|A0A1S3CB84_CUCME	***	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3		
OG0022186			Unknown protein		
OG0022185			Unknown protein		
OG0022180	tr|A0A5A7UNG9|A0A5A7UNG9_CUCME	*-*	ULP_PROTEASE domain-containing protein		
OG0022182			Unknown protein		
OG0022181	tr|A0A5D3C521|A0A5D3C521_CUCME	*-*	TMV resistance protein N		
OG0022177	tr|A0A6J1D340|A0A6J1D340_MOMCH	*-*	disease resistance protein RGA2-like		
OG0022176	tr|A0A5A7UJS3|A0A5A7UJS3_CUCME	***	AAA-ATPase ASD		
OG0022179	tr|A0A1S4DZ60|A0A1S4DZ60_CUCME	*-*	Fanconi anemia group J protein homolog isoform X1		
OG0022178			Unknown protein		
OG0022173			Unknown protein		
OG0022172	AT1G65810.2	*-*	P-loop containing nucleoside triphosphate hydrolases superfamily protein		
OG0022175	tr|A0A5D3D1M0|A0A5D3D1M0_CUCME	*-*	AAA-ATPase ASD		
OG0022174			Unknown protein		
OG0022171	tr|A0A1S4E667|A0A1S4E667_CUCME	*-*	protein NRT1/ PTR FAMILY 5.10-like		
OG0022170			Unknown protein		
OG0010199	tr|A0A0A0KVF2|A0A0A0KVF2_CUCSA	***	Tubby-like F-box protein		
OG0010197	sp|Q9FZ48|UBC36_ARATH	***	Ubiquitin-conjugating enzyme E2 36		
OG0010198	tr|A0A0A0KXK3|A0A0A0KXK3_CUCSA	***	Uroporphyrinogen decarboxylase		
OG0010195	tr|A0A5A7V4R1|A0A5A7V4R1_CUCME	***	Epidermis-specific secreted glycoprotein EP1-like		
OG0010196	tr|A0A5A7V4R1|A0A5A7V4R1_CUCME	***	Epidermis-specific secreted glycoprotein EP1-like		
OG0010193	tr|A0A0A0KVI8|A0A0A0KVI8_CUCSA	***	Protein kinase domain-containing protein		
OG0010194	tr|A0A1S3BT20|A0A1S3BT20_CUCME	***	protein DJ-1 homolog A-like		
OG0010191	tr|A0A0A0L0B5|A0A0A0L0B5_CUCSA	***	Ribokinase		
OG0010192	tr|A0A1R3JCA4|A0A1R3JCA4_9ROSI	***	ABC transporter-like protein		
OG0010190	tr|A0A0A0KVE5|A0A0A0KVE5_CUCSA	***	Mitogen-activated protein kinase		
OG0022169			Unknown protein		
OG0009190	AT5G04060.1	***	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein		
OG0022166	AT5G07900.1	*-*	Mitochondrial transcription termination factor family protein		
OG0022165			Unknown protein		
OG0022168			Unknown protein		
OG0022167	tr|A0A5D3D0S2|A0A5D3D0S2_CUCME	*-*	Glial fibrillary acidic protein-like		
OG0009195	tr|A0A2R6Q481|A0A2R6Q481_ACTCC	***	Protein Rev like		
OG0022162	tr|M1C1V7|M1C1V7_SOLTU	*-*	Mitochondrial import inner membrane translocase subunit tim44		
OG0009196	tr|A0A0A0LHJ6|A0A0A0LHJ6_CUCSA	***	Polynucleotide phosphorylase 1		
OG0022161	tr|A0A0A0LPB8|A0A0A0LPB8_CUCSA	*-*	PfkB domain-containing protein		
OG0009197	tr|A0A1S3B7N9|A0A1S3B7N9_CUCME	***	50S ribosomal protein L25		
OG0022164			Unknown protein		
OG0009198	tr|A0A0A0LCJ9|A0A0A0LCJ9_CUCSA	***	LOB domain-containing protein		
OG0022163			Unknown protein		
OG0009191	tr|A0A0A0LFL2|A0A0A0LFL2_CUCSA	***	Polyglutamine tract-binding protein 1		
OG0009192	tr|A0A0A0LCH6|A0A0A0LCH6_CUCSA	***	RING-type E3 ubiquitin transferase		
OG0009193	tr|A0A1S3B7Q7|A0A1S3B7Q7_CUCME	***	ankyrin-2-like		
OG0022160	tr|A0A1S3CBH2|A0A1S3CBH2_CUCME	*-*	Malic enzyme		
OG0009194	tr|A0A1S3B779|A0A1S3B779_CUCME	***	cyclic dof factor 3-like		
OG0009199	tr|A0A2I4FZ46|A0A2I4FZ46_JUGRE	***	histone-lysine N-methyltransferase SUVR3-like		
OG0010188	tr|A0A6J1JAM2|A0A6J1JAM2_CUCMA	***	mitochondrial inner membrane protease subunit 1		
OG0010189	tr|B9SR69|B9SR69_RICCO	***	Solanesyl diphosphate synthase, putative		
OG0010186	tr|A0A6J1J409|A0A6J1J409_CUCMA	***	glycine-rich protein 5-like		
OG0010187	tr|A0A6J1FMR9|A0A6J1FMR9_CUCMO	***	glycine-rich RNA-binding protein GRP2A-like		
OG0010184	tr|A0A6J1CMC4|A0A6J1CMC4_MOMCH	***	polyadenylate-binding protein-interacting protein 9		
OG0010185	tr|A0A0A0KXJ1|A0A0A0KXJ1_CUCSA	***	Anaphase-promoting complex subunit 5		
OG0010182	tr|A0A5A7VBD1|A0A5A7VBD1_CUCME	***	VQ motif-containing protein 1-like		
OG0010183	AT1G78400.1	***	Pectin lyase-like superfamily protein		
OG0010180	tr|A0A5A7V431|A0A5A7V431_CUCME	***	RING-type E3 ubiquitin ligase		
OG0010181			Unknown protein		
OG0000800	tr|A0A4U5NMC7|A0A4U5NMC7_POPAL	***	Heat Stress Transcription Factor family protein		
OG0000801	tr|A0A1S3BMR0|A0A1S3BMR0_CUCME	***	Lipoxygenase		
OG0000802	tr|A0A6J1DZC7|A0A6J1DZC7_MOMCH	***	serine/threonine-protein kinase SRK2H-like		
OG0000803	tr|A0A5A7VBH2|A0A5A7VBH2_CUCME	***	Calcium-binding EF-hand		
OG0000804	tr|A0A5D3D8K4|A0A5D3D8K4_CUCME	***	PhoD domain-containing protein		
OG0000805	tr|A0A5D3D437|A0A5D3D437_CUCME	***	TMV resistance protein N-like		
OG0000806	tr|A0A6J1CU86|A0A6J1CU86_MOMCH	***	disease resistance protein RGA2-like		
OG0000807	tr|A0A5A7SXD0|A0A5A7SXD0_CUCME	***	UvrD-like helicase ATP-binding domain-containing protein		
OG0000808	tr|A0A1S3CCI6|A0A1S3CCI6_CUCME	***	Thiamine-phosphate pyrophosphorylase		
OG0000809	tr|A0A6J0MCI3|A0A6J0MCI3_RAPSA	--*	cysteine proteinase inhibitor 4-like		
OG0000810	AT1G10850.1	***	Leucine-rich repeat protein kinase family protein		
OG0000844			Unknown protein		
OG0024811	tr|A0A5P1E4M3|A0A5P1E4M3_ASPOF	*-*	Myb_DNA-bind_3 domain-containing protein		
OG0000845	tr|A0A0A0K592|A0A0A0K592_CUCSA	***	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)		
OG0024812	tr|B9RKQ4|B9RKQ4_RICCO	*-*	Short-chain dehydrogenase, putative		
OG0000846	tr|A0A2P5F1A6|A0A2P5F1A6_TREOI	***	Zinc finger, CCCH-type		
OG0000847	tr|A0A0A0K5P4|A0A0A0K5P4_CUCSA	***	LOB domain-containing protein		
OG0024810	tr|A0A1S3B2Q8|A0A1S3B2Q8_CUCME	--*	50S ribosomal protein L18-like		
OG0000848	AT1G65810.2	***	P-loop containing nucleoside triphosphate hydrolases superfamily protein		
OG0000849	tr|A0A1S4E390|A0A1S4E390_CUCME	***	S-protein homolog		
OG0012829	AT2G02960.3	***	RING/FYVE/PHD zinc finger superfamily protein		
OG0012828	tr|A0A1S3BEV3|A0A1S3BEV3_CUCME	***	zinc-finger homeodomain protein 9		
OG0012827	AT1G69610.1	*-*	Protein of unknown function (DUF1666)		
OG0012826	tr|A0A0A0KVX8|A0A0A0KVX8_CUCSA	***	NAC domain-containing protein		
OG0012825	tr|A0A5A7SY82|A0A5A7SY82_CUCME	***	CAAX amino terminal protease		
OG0012824	tr|A0A1S3BFN1|A0A1S3BFN1_CUCME	***	protein PHYTOCHROME KINASE SUBSTRATE 1-like		
OG0012823	tr|A0A1S3BEC5|A0A1S3BEC5_CUCME	***	sphinganine C4-monooxygenase 2		
OG0012833	tr|A0A371GQL5|A0A371GQL5_MUCPR	***	Ribonuclease T(2)		
OG0012832	tr|A0A1S3BED5|A0A1S3BED5_CUCME	***	vacuolar amino acid transporter 1-like		
OG0012831	AT5G16510.2	***	Alpha-1,4-glucan-protein synthase family protein		
OG0012830			Unknown protein		
OG0024808			Unknown protein		
OG0024809			Unknown protein		
OG0024806	tr|A0A0A0LV93|A0A0A0LV93_CUCSA	*-*	Protein kinase domain-containing protein		
OG0000850	tr|A0A2R6P3B0|A0A2R6P3B0_ACTCC	***	Pre-mRNA-splicing factor ATP-dependent RNA helicase		
OG0024807	tr|A0A5A7UJE0|A0A5A7UJE0_CUCME	*-*	B3 domain-containing protein		
OG0000851	tr|A0A6J1GPX7|A0A6J1GPX7_CUCMO	***	protein KINESIN LIGHT CHAIN-RELATED 1		
OG0024804	AT1G73850.1	*-*	Protein of unknown function (DUF1666)		
OG0000852	tr|A0A0A0K8Q0|A0A0A0K8Q0_CUCSA	***	LRRNT_2 domain-containing protein		
OG0024805	AT1G73850.1	*-*	Protein of unknown function (DUF1666)		
OG0000853	tr|A0A5N5GHN5|A0A5N5GHN5_9ROSA	***	ATP-dependent zinc metalloprotease FtsH		
OG0024802	tr|A0A5D3BK75|A0A5D3BK75_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0000854	tr|A0A6J1IE82|A0A6J1IE82_CUCMA	***	zinc finger CCCH domain-containing protein 13-like		
OG0024803	tr|A0A0A0LPM5|A0A0A0LPM5_CUCSA	*-*	O-fucosyltransferase family protein		
OG0000833	tr|A0A0A0KJY2|A0A0A0KJY2_CUCSA	***	RING-type E3 ubiquitin transferase		
OG0024800	AT3G48050.2	*-*	BAH domain ;TFIIS helical bundle-like domain		
OG0000834	tr|A0A6J1IT15|A0A6J1IT15_CUCMA	***	heavy metal-associated isoprenylated plant protein 6		
OG0024801	AT3G47910.2	*-*	Ubiquitin carboxyl-terminal hydrolase-related protein		
OG0000835	tr|A0A061F0W5|A0A061F0W5_THECC	***	DUF4378 domain-containing protein		
OG0000836	tr|Q2V8I8|Q2V8I8_CUCMA	***	Aspartic acid proteinase inhibitor		
OG0000837	tr|A0A0A0KJJ7|A0A0A0KJJ7_CUCSA	***	Lipase_3 domain-containing protein		
OG0000838	AT1G29980.1	***	Protein of unknown function, DUF642		
OG0000839			Unknown protein		
OG0012819			Unknown protein		
OG0012818	tr|A0A1S3BFM2|A0A1S3BFM2_CUCME	***	histone-lysine N-methyltransferase SETD1A		
OG0012817	tr|A0A5D3D261|A0A5D3D261_CUCME	***	F-box/kelch-repeat protein SKIP11-like		
OG0012816	tr|A0A1S3BFH5|A0A1S3BFH5_CUCME	***	transcription factor PRE6-like		
OG0012815	tr|A0A1S3BET5|A0A1S3BET5_CUCME	***	binding partner of ACD11 1		
OG0012814	AT1G69780.1	***	Homeobox-leucine zipper protein family		
OG0012813	tr|A0A0A0KTZ0|A0A0A0KTZ0_CUCSA	***	bPH_2 domain-containing protein		
OG0012812	tr|A0A6J1GXY2|A0A6J1GXY2_CUCMO	***	transcription factor MYB124-like isoform X2		
OG0012822	tr|A0A7J7CZ55|A0A7J7CZ55_TRIWF	***	Ran guanine nucleotide release factor		
OG0012821	tr|A0A1S3BFM6|A0A1S3BFM6_CUCME	***	transcription factor TCP15		
OG0012820	tr|A0A0A0KQK2|A0A0A0KQK2_CUCSA	***	HVA22-like protein		
OG0000840	AT4G35240.2	***	Protein of unknown function (DUF630 and DUF632)		
OG0000841	tr|A0A1S3C010|A0A1S3C010_CUCME	***	nucleolar protein 10		
OG0000842	AT3G19000.1	***	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein		
OG0000843	tr|A0A6J1CGI6|A0A6J1CGI6_MOMCH	***	NAD-dependent protein deacetylase SRT1		
OG0000822	tr|A0A1S3C568|A0A1S3C568_CUCME	***	Polyadenylate-binding protein		
OG0000823	tr|A0A1S3BIL1|A0A1S3BIL1_CUCME	***	transcription repressor MYB6-like		
OG0000824	tr|A0A1S3BJS8|A0A1S3BJS8_CUCME	***	vesicle-associated protein 4-2-like		
OG0000825	tr|A0A1S3CNQ1|A0A1S3CNQ1_CUCME	***	P-loop NTPase domain-containing protein LPA1 homolog 1-like		
OG0000826	tr|A0A1S3CKP6|A0A1S3CKP6_CUCME	***	transcription factor PCL1		
OG0000827	tr|A0A1S3C6G8|A0A1S3C6G8_CUCME	***	28S ribosomal protein S29, mitochondrial		
OG0000828	tr|A0A0A0KAR9|A0A0A0KAR9_CUCSA	***	Malate dehydrogenase		
OG0000829	tr|A0A5D3BXX7|A0A5D3BXX7_CUCME	***	Beta-glucosidase-like SFR2		
OG0012809	tr|A0A6J1DDZ0|A0A6J1DDZ0_MOMCH	***	SNF1-related protein kinase regulatory subunit gamma-1-like		
OG0012808	tr|A0A0A0KQJ3|A0A0A0KQJ3_CUCSA	***	1,4-alpha-D-glucan glucanohydrolase		
OG0012807			Unknown protein		
OG0012806	tr|A0A0A0KTY0|A0A0A0KTY0_CUCSA	***	Protein kinase domain-containing protein		
OG0012805	tr|A0A2P5FQK8|A0A2P5FQK8_TREOI	***	Heat-inducible transcription repressor		
OG0012804	tr|A0A6J1KI06|A0A6J1KI06_CUCMA	***	protein TWIN LOV 1		
OG0012803	tr|A0A6J1KER1|A0A6J1KER1_CUCMA	***	protein NRT1/ PTR FAMILY 4.6-like		
OG0012802	tr|A0A0A0KVU6|A0A0A0KVU6_CUCSA	***	Homeobox protein		
OG0012801			Unknown protein		
OG0012811	AT1G14360.1	***	UDP-galactose transporter 3		
OG0012810	tr|A0A0A0KSM1|A0A0A0KSM1_CUCSA	***	Protein kinase domain-containing protein		
OG0000830	tr|A0A438GHD2|A0A438GHD2_VITVI	***	30S ribosomal protein S6		
OG0000831			Unknown protein		
OG0000832	tr|A0A0A0KGB5|A0A0A0KGB5_CUCSA	***	G domain-containing protein		
OG0000811	tr|A0A5D3C9K7|A0A5D3C9K7_CUCME	***	Auxin response factor		
OG0000812	tr|A0A6P5XBD5|A0A6P5XBD5_DURZI	***	coiled-coil domain-containing protein 1 isoform X3		
OG0000813	tr|A0A0A0KN85|A0A0A0KN85_CUCSA	***	DNA-directed RNA polymerase subunit		
OG0000814	tr|A0A6J1G438|A0A6J1G438_CUCMO	***	NLR family CARD domain-containing protein 3		
OG0000815	tr|A0A5D3B854|A0A5D3B854_CUCME	***	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like		
OG0000816	tr|A0A5A7SU45|A0A5A7SU45_CUCME	***	Transcription termination factor MTERF5		
OG0000817	tr|A0A5D3CFX4|A0A5D3CFX4_CUCME	***	R3H domain-containing protein 2-like		
OG0000818	tr|A0A0A0K9R5|A0A0A0K9R5_CUCSA	***	Proteasome subunit beta		
OG0000819	tr|A0A0A0KUU7|A0A0A0KUU7_CUCSA	***	F-box domain-containing protein		
OG0012800	AT2G02590.1	***	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages;		
OG0000820			Unknown protein		
OG0000821	tr|A0A5D3BZ70|A0A5D3BZ70_CUCME	***	BED-type domain-containing protein		
OG0002627	tr|A0A1S3CCG7|A0A1S3CCG7_CUCME	***	protein indeterminate-domain 5, chloroplastic		
OG0002626	tr|A0A2P5E0U7|A0A2P5E0U7_PARAD	***	Protein CHROMATIN REMODELING		
OG0002629	tr|A0A5A7TSR0|A0A5A7TSR0_CUCME	***	Exopolygalacturonase-like		
OG0002628	tr|A0A1S3CD90|A0A1S3CD90_CUCME	***	transcription factor bHLH111		
OG0014610	tr|A0A0A0KK48|A0A0A0KK48_CUCSA	***	Peroxidase		
OG0014611	tr|A0A0A0KIB8|A0A0A0KIB8_CUCSA	***	C2H2-type domain-containing protein		
OG0014612	tr|A0A6J1CRL1|A0A6J1CRL1_MOMCH	***	dnaJ protein P58IPK homolog		
OG0014613	tr|A0A0A0KH46|A0A0A0KH46_CUCSA	***	FAS1 domain-containing protein		
OG0014614	tr|A0A0A0KIC2|A0A0A0KIC2_CUCSA	***	Protein kinase domain-containing protein		
OG0014615	tr|A0A1S3BL10|A0A1S3BL10_CUCME	***	serine/threonine-protein kinase-like protein CCR1		
OG0014605	tr|A0A2P5FUZ2|A0A2P5FUZ2_TREOI	***	Protamine P1 family protein		
OG0014606			Unknown protein		
OG0014607			Unknown protein		
OG0014608	tr|A0A1S3BLN1|A0A1S3BLN1_CUCME	***	cell number regulator 8		
OG0014609	tr|A0A0A0KEM3|A0A0A0KEM3_CUCSA	***	DNA-binding protein S1FA		
OG0002630	tr|A0A0A0KSS9|A0A0A0KSS9_CUCSA	***	Sm domain-containing protein		
OG0002632	tr|A0A5D3E3N8|A0A5D3E3N8_CUCME	***	Metal-independent phosphoserine phosphatase		
OG0002631	AT1G04170.1	***	eukaryotic translation initiation factor 2 gamma subunit		
OG0002634	tr|A0A1S3CCH6|A0A1S3CCH6_CUCME	***	zinc finger CCCH domain-containing protein 17		
OG0002633	tr|A0A1S3CC45|A0A1S3CC45_CUCME	***	SEC1 family transport protein SLY1		
OG0002636	tr|A0A251R7H5|A0A251R7H5_PRUPE	***	Remorin_C domain-containing protein		
OG0002635	tr|A0A5D3BHF7|A0A5D3BHF7_CUCME	***	Pectinesterase		
OG0002616	tr|A0A0A0KP74|A0A0A0KP74_CUCSA	***	LOB domain-containing protein		
OG0002615	tr|A0A0A0KLY6|A0A0A0KLY6_CUCSA	***	Anaphase-promoting complex subunit 1		
OG0002618	tr|A0A1S3BZM0|A0A1S3BZM0_CUCME	***	protein trichome birefringence-like 33		
OG0002617	tr|A0A1S3BZH6|A0A1S3BZH6_CUCME	***	DEAD-box ATP-dependent RNA helicase 18		
OG0002619	tr|A0A0A0KM55|A0A0A0KM55_CUCSA	***	Protein kinase domain-containing protein		
OG0014600	tr|A0A5D3BAG7|A0A5D3BAG7_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0014601			Unknown protein		
OG0014602	tr|A0A5A7TE41|A0A5A7TE41_CUCME	***	Cinnamoyl-CoA reductase		
OG0014603			Unknown protein		
OG0014604	tr|A0A0A0KEL9|A0A0A0KEL9_CUCSA	***	Nuclear transcription factor Y subunit		
OG0002621	sp|Q9M3V8|RS6_ASPOF	*-*	40S ribosomal protein S6		
OG0002620	tr|A0A0A0KMK8|A0A0A0KMK8_CUCSA	***	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7		
OG0002623	tr|A0A0A0KQX3|A0A0A0KQX3_CUCSA	***	THUMP domain-containing protein		
OG0002622	tr|A0A1S3CCG2|A0A1S3CCG2_CUCME	***	RING-type E3 ubiquitin transferase		
OG0002625	tr|A0A061F182|A0A061F182_THECC	***	NAD(P)-linked oxidoreductase superfamily protein		
OG0002624	tr|A0A438G7I8|A0A438G7I8_VITVI	***	Amino acid transporter AVT1I		
OG0002605	tr|Q6TKQ5|Q6TKQ5_VITAE	***	Protein kinase-like protein		
OG0002604	tr|A0A2I4DTD2|A0A2I4DTD2_JUGRE	***	ycf20-like protein		
OG0002607	tr|A0A0A0KQ86|A0A0A0KQ86_CUCSA	***	WAT1-related protein		
OG0002606	tr|A0A5A7V8J4|A0A5A7V8J4_CUCME	***	Protein-tyrosine-phosphatase MKP1 isoform X2		
OG0002609	tr|A0A0A0KQB9|A0A0A0KQB9_CUCSA	***	Serine/threonine-protein phosphatase		
OG0002608	tr|A0A5A7U517|A0A5A7U517_CUCME	***	Protein INVOLVED IN DE NOVO 2		
OG0002610	tr|A0A061FM16|A0A061FM16_THECC	***	Subtilisin-like serine endopeptidase family protein		
OG0002612	tr|A0A1S3CIN8|A0A1S3CIN8_CUCME	***	60S ribosomal protein L35a-1		
OG0002611	tr|A0A0A0KM00|A0A0A0KM00_CUCSA	***	Glycosyltransferase		
OG0002614	tr|A0A0A0KM27|A0A0A0KM27_CUCSA	***	60S acidic ribosomal protein P0		
OG0002613	tr|A0A1S3CIU1|A0A1S3CIU1_CUCME	***	glycosyltransferase family 64 protein C4		
OG0002601	tr|A0A1S3CT86|A0A1S3CT86_CUCME	*-*	serine/threonine-protein kinase TIO		
OG0002600	tr|A0A6J1GZM0|A0A6J1GZM0_CUCMO	***	protein P200-like isoform X4		
OG0002603	tr|A0A0A0LBU9|A0A0A0LBU9_CUCSA	***	60S ribosomal protein L7a		
OG0002602	tr|A0A1S4E676|A0A1S4E676_CUCME	***	receptor-like protein 12		
OG0000008	tr|A0A1S3CKV4|A0A1S3CKV4_CUCME	***	pectinesterase inhibitor-like		
OG0000009	tr|A0A5A7U1N2|A0A5A7U1N2_CUCME	*-*	Protein ENHANCED DOWNY MILDEW 2		
OG0014650	tr|A0A5A7VD48|A0A5A7VD48_CUCME	***	Dual specificity phosphatase Cdc25		
OG0014651	tr|A0A6J1HG84|A0A6J1HG84_CUCMO	***	E3 ubiquitin-protein ligase RZFP34-like		
OG0014652	tr|A0A5D3C7B4|A0A5D3C7B4_CUCME	***	WD repeat-containing protein 3		
OG0014653	tr|A0A0A0KHB2|A0A0A0KHB2_CUCSA	***	Gln-synt_C domain-containing protein		
OG0014654	tr|A0A1S3CH33|A0A1S3CH33_CUCME	***	protein SHOOT GRAVITROPISM 6		
OG0014655	tr|A0A0A0KKB9|A0A0A0KKB9_CUCSA	***	Glycosyltransferase		
OG0014656	tr|A0A0A0KKC3|A0A0A0KKC3_CUCSA	***	Threonine dehydratase		
OG0014657	tr|A0A0A0KII4|A0A0A0KII4_CUCSA	***	Threonine dehydratase		
OG0014658	tr|A0A5A7SKR2|A0A5A7SKR2_CUCME	***	GDSL esterase/lipase		
OG0014659	tr|A0A5D3C629|A0A5D3C629_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0014649	tr|A0A1S4E4H4|A0A1S4E4H4_CUCME	***	aspartic and glutamic acid-rich protein-like		
OG0002670	tr|A0A5A7VHI5|A0A5A7VHI5_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0002672	tr|A0A0A0KN18|A0A0A0KN18_CUCSA	***	C2H2-type domain-containing protein		
OG0000010	tr|A0A5A7U1N2|A0A5A7U1N2_CUCME	*-*	Protein ENHANCED DOWNY MILDEW 2		
OG0002671	tr|A0A5A7TZR3|A0A5A7TZR3_CUCME	***	Pentatricopeptide repeat-containing protein		
OG0000011	tr|A0A1S3CJR7|A0A1S3CJR7_CUCME	***	protein phosphatase 1 regulatory subunit 7		
OG0002674	tr|A0A5A7TVL6|A0A5A7TVL6_CUCME	***	30S ribosomal protein S13		
OG0000012			Unknown protein		
OG0002673	tr|A0A1S3CPR7|A0A1S3CPR7_CUCME	***	protein MEI2-like 7		
OG0000013	tr|A0A5D3CDD1|A0A5D3CDD1_CUCME	***	Proline-, glutamic acid-and leucine-rich protein 1		
OG0002676	tr|A0A0A0KRL1|A0A0A0KRL1_CUCSA	***	FLZ-type domain-containing protein		
OG0000014	tr|A0A5A7UCI3|A0A5A7UCI3_CUCME	*-*	Calcium-dependent lipid-binding family protein isoform 2		
